photo_id,auto_status,reviewed_status
ARLY_PRAT_0023_P_2,OK,OK
ARLY_PRAT_0023_S_1,OK,OK
ARLY_PRAT_0023_S_2,OK,OK
ARLY_PRAT_0023_S_3,OK,OK
ARLY_PRAT_0024_P_1,OK,OK
ARLY_PRAT_0024_P_2,OK,OK
ARLY_PRAT_0024_S_1,OK,OK
ARLY_PRAT_0024_S_2,OK,OK
ARLY_PRAT_0024_S_3,OK,OK
ARLY_PRAT_0025_P_1,OK,OK
ARLY_PRAT_0025_P_2,OK,OK
ARLY_PRAT_0025_S_1,OK,OK
ARLY_PRAT_0025_S_2,OK,OK
ARLY_PRAT_0025_S_3,OK,OK
ARLY_PRAT_0026_P_1,OK,OK
ARLY_PRAT_0026_P_2,OK,OK
ARLY_PRAT_0026_S_1,OK,OK
ARLY_PRAT_0026_S_2,OK,OK
ARLY_PRAT_0026_S_3,OK,OK
ARLY_PRAT_0027_P_1,OK,OK
ARLY_PRAT_0027_P_2,OK,OK
ARLY_PRAT_0027_S_1,OK,OK
ARLY_PRAT_0027_S_2,OK,OK
ARLY_PRAT_0027_S_3,OK,OK
ARLY_PRAT_0028_P_1,OK,OK
ARLY_PRAT_0028_P_2,OK,OK
ARLY_PRAT_0028_S_1,OK,OK
ARLY_PRAT_0028_S_2,OK,OK
ARLY_PRAT_0028_S_3,OK,OK
ARLY_PRAT_0029_P_1,OK,OK
ARLY_PRAT_0029_P_2,OK,OK
ARLY_PRAT_0029_S_1,OK,OK
ARLY_PRAT_0029_S_2,OK,OK
ARLY_PRAT_0029_S_3,OK,OK
ARLY_PRAT_0030_P_1,OK,OK
ARLY_PRAT_0030_P_2,OK,OK
ARLY_PRAT_0030_S_1,OK,OK
ARLY_PRAT_0030_S_2,OK,OK
ARLY_PRAT_0030_S_3,OK,OK
ARLY_PRAT_0031_P_1,OK,OK
ARLY_PRAT_0031_P_2,OK,OK
ARLY_PRAT_0031_S_1,OK,OK
ARLY_PRAT_0031_S_2,OK,OK
ARLY_PRAT_0031_S_3,OK,OK
ARLY_PRAT_0032_P_1,OK,OK
ARLY_PRAT_0032_P_2,OK,OK
ARLY_PRAT_0032_S_1,OK,OK
ARLY_PRAT_0032_S_2,OK,OK
ARLY_PRAT_0032_S_3,OK,OK
ARLY_PRAT_0033_P_1,OK,OK
ARLY_PRAT_0033_P_2,OK,OK
ARLY_PRAT_0033_S_1,OK,OK
ARLY_PRAT_0033_S_2,OK,OK
ARLY_PRAT_0033_S_3,OK,OK
ARLY_PRAT_0034_P_1,OK,OK
ARLY_PRAT_0034_P_2,OK,OK
ARLY_PRAT_0034_S_1,OK,OK
ARLY_PRAT_0034_S_2,OK,OK
ARLY_PRAT_0034_S_3,OK,OK
ARLY_PRAT_0035_P_1,OK,OK
ARLY_PRAT_0035_P_2,OK,OK
ARLY_PRAT_0035_S_1,OK,OK
ARLY_PRAT_0035_S_2,OK,OK
ARLY_PRAT_0035_S_3,OK,OK
ARLY_PRAT_0036_P_1,OK,OK
ARLY_PRAT_0036_P_2,OK,OK
ARLY_PRAT_0036_S_1,OK,OK
ARLY_PRAT_0036_S_2,OK,OK
ARLY_PRAT_0036_S_3,OK,OK
ARLY_PRAT_0037_P_1,OK,OK
ARLY_PRAT_0037_P_2,OK,OK
ARLY_PRAT_0037_S_1,OK,OK
ARLY_PRAT_0037_S_2,OK,OK
ARLY_PRAT_0037_S_3,OK,OK
ARLY_PRAT_0038_P_1,OK,OK
ARLY_PRAT_0038_P_2,OK,OK
ARLY_PRAT_0038_S_1,OK,OK
ARLY_PRAT_0038_S_2,OK,OK
ARLY_PRAT_0038_S_3,OK,OK
ARLY_PRAT_0039_P_1,OK,OK
ARLY_PRAT_0039_P_2,OK,OK
ARLY_PRAT_0039_S_1,OK,OK
ARLY_PRAT_0039_S_2,OK,OK
ARLY_PRAT_0039_S_3,OK,OK
ARLY_PRAT_0040_P_1,OK,OK
ARLY_PRAT_0040_P_2,OK,OK
ARLY_PRAT_0040_S_1,OK,OK
ARLY_PRAT_0040_S_2,OK,OK
ARLY_PRAT_0040_S_3,OK,OK
ARLY_PRAT_0041_P_1,OK,OK
ARLY_PRAT_0041_P_2,OK,OK
ARLY_PRAT_0041_S_1,OK,OK
ARLY_PRAT_0041_S_2,OK,OK
ARLY_PRAT_0041_S_3,OK,OK
ARLY_PRAT_0042_P_1,OK,OK
ARLY_PRAT_0042_P_2,OK,OK
ARLY_PRAT_0042_S_1,OK,OK
ARLY_PRAT_0042_S_2,OK,OK
ARLY_PRAT_0042_S_3,OK,OK
ARLY_PRAT_0043_P_1,OK,OK
ARLY_PRAT_0043_P_2,OK,OK
ARLY_PRAT_0043_S_1,OK,OK
ARLY_PRAT_0043_S_2,OK,OK
ARLY_PRAT_0043_S_3,OK,OK
ARLY_PRAT_0044_P_1,OK,OK
ARLY_PRAT_0044_P_2,OK,OK
ARLY_PRAT_0044_S_1,OK,OK
ARLY_PRAT_0044_S_2,OK,OK
ARLY_PRAT_0044_S_3,OK,OK
ARLY_PRAT_0045_P_1,OK,OK
ARLY_PRAT_0045_P_2,OK,OK
ARLY_PRAT_0045_S_1,OK,OK
ARLY_PRAT_0045_S_2,OK,OK
ARLY_PRAT_0045_S_3,OK,OK
ARLY_PRAT_0046_P_1,OK,OK
ARLY_PRAT_0046_P_2,OK,OK
ARLY_PRAT_0046_P_3,OK,OK
ARLY_PRAT_0046_P_4,OK,OK
ARLY_PRAT_0046_S_1,OK,OK
ARLY_PRAT_0046_S_2,OK,OK
ARLY_PRAT_0046_S_3,OK,OK
ARLY_PRAT_0046_S_4,OK,OK
ARLY_PRAT_0046_S_5,OK,OK
ARLY_PRAT_0046_S_6,OK,OK
ARLY_PRAT_0047_P_1,OK,OK
ARLY_PRAT_0047_P_2,OK,OK
ARLY_PRAT_0047_S_1,OK,OK
ARLY_PRAT_0047_S_2,OK,OK
ARLY_PRAT_0047_S_3,OK,OK
ARLY_PRAT_0048_P_1,OK,OK
ARLY_PRAT_0048_P_2,OK,OK
ARLY_PRAT_0048_S_1,OK,OK
ARLY_PRAT_0048_S_2,OK,OK
ARLY_PRAT_0048_S_3,OK,OK
ARLY_PRAT_0049_P_1,OK,OK
ARLY_PRAT_0049_P_2,OK,OK
ARLY_PRAT_0049_S_1,OK,OK
ARLY_PRAT_0049_S_2,OK,OK
ARLY_PRAT_0049_S_3,OK,OK
ARLY_PRAT_0050_P_1,OK,OK
ARLY_PRAT_0050_P_2,OK,OK
ARLY_PRAT_0050_S_1,OK,OK
ARLY_PRAT_0050_S_2,OK,OK
ARLY_PRAT_0050_S_3,OK,OK
ARLY_PRAT_0051_P_1,OK,OK
ARLY_PRAT_0051_P_2,OK,OK
ARLY_PRAT_0051_S_1,OK,OK
ARLY_PRAT_0051_S_2,OK,OK
ARLY_PRAT_0051_S_3,OK,OK
ARLY_PRAT_0052_P_1,OK,OK
ARLY_PRAT_0052_P_2,OK,OK
ARLY_PRAT_0052_S_1,OK,OK
ARLY_PRAT_0052_S_2,OK,OK
ARLY_PRAT_0052_S_3,OK,OK
ARLY_PRAT_0053_P_1,OK,OK
ARLY_PRAT_0053_P_2,OK,OK
ARLY_PRAT_0053_S_1,OK,OK
ARLY_PRAT_0053_S_2,OK,OK
ARLY_PRAT_0053_S_3,OK,OK
ARLY_PRAT_0054_P_1,OK,OK
ARLY_PRAT_0054_P_2,OK,OK
ARLY_PRAT_0054_S_1,OK,OK
ARLY_PRAT_0054_S_2,OK,OK
ARLY_PRAT_0054_S_3,OK,OK
ARLY_PRAT_0055_P_1,OK,OK
ARLY_PRAT_0055_P_2,OK,OK
ARLY_PRAT_0055_S_1,OK,OK
ARLY_PRAT_0055_S_2,OK,OK
ARLY_PRAT_0055_S_3,OK,OK
ARLY_PRAT_0056_P_1,OK,OK
ARLY_PRAT_0056_P_2,OK,OK
ARLY_PRAT_0056_S_1,OK,OK
ARLY_PRAT_0056_S_2,OK,OK
ARLY_PRAT_0056_S_3,OK,OK
ARLY_PRAT_0057_P_1,OK,OK
ARLY_PRAT_0057_P_2,OK,OK
ARLY_PRAT_0057_S_1,OK,OK
ARLY_PRAT_0057_S_2,OK,OK
ARLY_PRAT_0057_S_3,OK,OK
ARLY_PRAT_0058_P_1,OK,OK
ARLY_PRAT_0058_P_2,OK,OK
ARLY_PRAT_0058_S_1,OK,OK
ARLY_PRAT_0058_S_2,OK,OK
ARLY_PRAT_0058_S_3,OK,OK
ARLY_PRAT_0059_P_1,OK,OK
ARLY_PRAT_0059_P_2,OK,OK
ARLY_PRAT_0059_S_1,OK,OK
ARLY_PRAT_0059_S_2,OK,OK
ARLY_PRAT_0059_S_3,OK,OK
ARLY_PRAT_0060_P_1,OK,OK
ARLY_PRAT_0060_P_2,OK,OK
ARLY_PRAT_0060_S_1,OK,OK
ARLY_PRAT_0060_S_2,OK,OK
ARLY_PRAT_0060_S_3,OK,OK
ARLY_PRAT_0061_P_1,OK,OK
ARLY_PRAT_0061_P_2,OK,OK
ARLY_PRAT_0061_S_1,OK,OK
ARLY_PRAT_0061_S_2,OK,OK
ARLY_PRAT_0061_S_3,OK,OK
ARLY_PRAT_0062_P_1,OK,OK
ARLY_PRAT_0062_P_2,OK,OK
ARLY_PRAT_0062_S_1,OK,OK
ARLY_PRAT_0062_S_2,OK,OK
ARLY_PRAT_0062_S_3,OK,OK
ARLY_PRAT_0063_P_1,OK,OK
ARLY_PRAT_0063_P_2,OK,OK
ARLY_PRAT_0063_S_1,OK,OK
ARLY_PRAT_0063_S_2,OK,OK
ARLY_PRAT_0063_S_3,OK,OK
ARLY_PRAT_0064_P_1,OK,OK
ARLY_PRAT_0064_P_2,OK,OK
ARLY_PRAT_0064_S_1,OK,OK
ARLY_PRAT_0064_S_2,OK,OK
ARLY_PRAT_0064_S_3,OK,OK
ARLY_PRAT_0065_P_1,OK,OK
ARLY_PRAT_0065_P_2,OK,OK
ARLY_PRAT_0065_S_1,OK,OK
ARLY_PRAT_0065_S_2,OK,OK
ARLY_PRAT_0065_S_3,OK,OK
ARLY_SORO_0001_P_1,SUSPECT,SUSPECT
ARLY_SORO_0001_P_2,SUSPECT,SUSPECT
ARLY_SORO_0001_S_1,SUSPECT,SUSPECT
ARLY_SORO_0001_S_2,SUSPECT,SUSPECT
ARLY_SORO_0001_S_3,SUSPECT,SUSPECT
ARLY_SORO_0002_P_1,OK,OK
ARLY_SORO_0002_P_2,OK,OK
ARLY_SORO_0002_S_1,OK,OK
ARLY_SORO_0002_S_2,OK,OK
ARLY_SORO_0002_S_3,OK,OK
ARLY_SORO_0003_P_1,OK,OK
ARLY_SORO_0003_P_2,OK,OK
ARLY_SORO_0003_S_1,OK,OK
ARLY_SORO_0003_S_2,OK,OK
ARLY_SORO_0003_S_3,OK,OK
ARLY_SORO_0004_P_1,OK,OK
ARLY_SORO_0004_P_2,OK,OK
ARLY_SORO_0004_S_1,OK,OK
ARLY_SORO_0004_S_2,OK,OK
ARLY_SORO_0004_S_3,OK,OK
ARLY_SORO_0005_P_1,OK,OK
ARLY_SORO_0005_P_2,OK,OK
ARLY_SORO_0005_S_1,OK,OK
ARLY_SORO_0005_S_2,OK,OK
ARLY_SORO_0005_S_3,OK,OK
ARLY_SORO_0006_P_1,OK,OK
ARLY_SORO_0006_P_2,OK,OK
ARLY_SORO_0006_S_1,OK,OK
ARLY_SORO_0006_S_2,OK,OK
ARLY_SORO_0006_S_3,OK,OK
ARLY_SORO_0007_P_1,OK,OK
ARLY_SORO_0007_P_2,OK,OK
ARLY_SORO_0007_S_1,OK,OK
ARLY_SORO_0007_S_2,OK,OK
ARLY_SORO_0007_S_3,OK,OK
ARLY_SORO_0008_P_1,OK,OK
ARLY_SORO_0008_P_2,OK,OK
ARLY_SORO_0008_S_1,OK,OK
ARLY_SORO_0008_S_2,OK,OK
ARLY_SORO_0008_S_3,OK,OK
ARLY_SORO_0009_P_1,OK,OK
ARLY_SORO_0009_P_2,OK,OK
ARLY_SORO_0009_S_1,OK,OK
ARLY_SORO_0009_S_2,OK,OK
ARLY_SORO_0009_S_3,OK,OK
ARLY_SORO_0010_P_1,OK,OK
ARLY_SORO_0010_P_2,OK,OK
ARLY_SORO_0010_S_1,OK,OK
ARLY_SORO_0010_S_2,OK,OK
ARLY_SORO_0010_S_3,OK,OK
ARLY_SORO_0011_P_1,OK,OK
ARLY_SORO_0011_P_2,OK,OK
ARLY_SORO_0011_S_1,OK,OK
ARLY_SORO_0011_S_2,OK,OK
ARLY_SORO_0011_S_3,OK,OK
ARLY_SORO_0012_P_1,OK,OK
ARLY_SORO_0012_P_2,OK,OK
ARLY_SORO_0012_S_1,OK,OK
ARLY_SORO_0012_S_2,OK,OK
ARLY_SORO_0012_S_3,OK,OK
ARLY_SORO_0013_P_1,OK,OK
ARLY_SORO_0013_P_2,OK,OK
ARLY_SORO_0013_S_1,OK,OK
ARLY_SORO_0013_S_2,OK,OK
ARLY_SORO_0013_S_3,OK,OK
ARLY_SORO_0014_P_1,OK,OK
ARLY_SORO_0014_P_2,OK,OK
ARLY_SORO_0014_S_1,OK,OK
ARLY_SORO_0014_S_2,OK,OK
ARLY_SORO_0014_S_3,OK,OK
ARLY_SORO_0015_P_1,OK,OK
ARLY_SORO_0015_P_2,OK,OK
ARLY_SORO_0015_S_1,OK,OK
ARLY_SORO_0015_S_2,OK,OK
ARLY_SORO_0015_S_3,OK,OK
ARLY_SORO_0016_P_1,OK,OK
ARLY_SORO_0016_P_2,OK,OK
ARLY_SORO_0016_S_1,OK,OK
ARLY_SORO_0016_S_2,OK,OK
ARLY_SORO_0016_S_3,OK,OK
ARLY_SORO_0017_P_1,OK,OK
ARLY_SORO_0017_P_2,OK,OK
ARLY_SORO_0017_S_1,OK,OK
ARLY_SORO_0017_S_2,OK,OK
ARLY_SORO_0017_S_3,OK,OK
ARLY_SORO_0018_P_1,OK,OK
ARLY_SORO_0018_P_2,OK,OK
ARLY_SORO_0018_S_1,OK,OK
ARLY_SORO_0018_S_2,OK,OK
ARLY_SORO_0018_S_3,OK,OK
ARLY_SORO_0019_P_1,OK,OK
ARLY_SORO_0019_P_2,OK,OK
ARLY_SORO_0019_S_1,OK,OK
ARLY_SORO_0019_S_2,OK,OK
ARLY_SORO_0019_S_3,OK,OK
ARLY_SORO_0020_P_1,OK,OK
ARLY_SORO_0020_P_2,OK,OK
ARLY_SORO_0020_S_1,OK,OK
ARLY_SORO_0020_S_2,OK,OK
ARLY_SORO_0020_S_3,OK,OK
ARLY_SORO_0021_P_1,OK,OK
ARLY_SORO_0021_P_2,OK,OK
ARLY_SORO_0021_S_1,OK,OK
ARLY_SORO_0021_S_2,OK,OK
ARLY_SORO_0021_S_3,OK,OK
ARLY_SORO_0022_P_1,OK,OK
ARLY_SORO_0022_P_2,OK,OK
ARLY_SORO_0022_S_1,OK,OK
ARLY_SORO_0022_S_2,OK,OK
ARLY_SORO_0022_S_3,OK,OK
ARLY_SORO_0023_P_1,OK,OK
ARLY_SORO_0023_P_2,OK,OK
ARLY_SORO_0023_S_1,OK,OK
ARLY_SORO_0023_S_2,OK,OK
ARLY_SORO_0023_S_3,OK,OK
ARLY_SORO_0024_P_1,OK,OK
ARLY_SORO_0024_P_2,OK,OK
ARLY_SORO_0024_S_2,OK,OK
ARLY_SORO_0024_S_3,OK,OK
ARLY_SORO_0025_P_1,OK,OK
ARLY_SORO_0025_P_2,OK,OK
ARLY_SORO_0025_S_1,OK,OK
ARLY_SORO_0025_S_2,OK,OK
ARLY_SORO_0025_S_3,OK,OK
ARLY_SORO_0026_P_1,OK,OK
ARLY_SORO_0026_P_2,OK,OK
ARLY_SORO_0026_S_1,OK,OK
ARLY_SORO_0026_S_2,OK,OK
ARLY_SORO_0026_S_3,OK,OK
ARLY_SORO_0027_P_1,OK,OK
ARLY_SORO_0027_P_2,OK,OK
ARLY_SORO_0027_S_1,OK,OK
ARLY_SORO_0027_S_2,OK,OK
ARLY_SORO_0027_S_3,OK,OK
ARLY_SORO_0028_P_1,OK,OK
ARLY_SORO_0028_P_2,OK,OK
ARLY_SORO_0028_S_1,OK,OK
ARLY_SORO_0028_S_2,OK,OK
ARLY_SORO_0028_S_3,OK,OK
ARLY_SORO_0029_P_1,OK,OK
ARLY_SORO_0029_P_2,OK,OK
ARLY_SORO_0029_S_1,OK,OK
ARLY_SORO_0029_S_2,OK,OK
ARLY_SORO_0029_S_3,OK,OK
ARLY_SORO_0030_P_1,OK,OK
ARLY_SORO_0030_P_2,OK,OK
ARLY_SORO_0030_S_1,OK,OK
ARLY_SORO_0030_S_2,OK,OK
