num_inv,collection_origine,mode_capture,jj,mm,aaaa,region,localite,collecteur,ordre,famille,genre,espece,caste,identificateur,année_identification,photographe,specimen,appareil,n_photos
2020-00471,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Rupestris,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
2020-00471,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Rupestris,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.00254,Collection Arthropologia,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pyrenaeus,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.00254,Collection Arthropologia,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pyrenaeus,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
2020.00294,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.00294,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
2020.00301,Collection Arthropologia Lyon (stock pratorum),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.00301,Collection Arthropologia Lyon (stock pratorum),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
2020.00339,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.00339,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
2020.00377,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.00377,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
2020.00410,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.00410,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
2020.00449,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.00449,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
2020.00470,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Rupestris,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.00470,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Rupestris,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
2020.03706,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Terrestris,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,5
2020.03706,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Terrestris,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
2020.03886,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.03886,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
2020.03926,Collection Arthropologia Lyon (stock pratorum),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Mâle,Frederic VYGHEN,,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.03926,Collection Arthropologia Lyon (stock pratorum),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Mâle,Frederic VYGHEN,,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
2020.03930,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.03930,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
2020.03936,Collection Arthropologia,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pyrenaeus,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.03936,Collection Arthropologia,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pyrenaeus,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
2020.04010,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.04010,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
2020.04013,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,Frederic VYGHEN,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.04013,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,Frederic VYGHEN,2021,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
2020.04044,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.04044,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
2020.06110,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Lucorum,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,5
2020.06110,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Lucorum,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
2020.06114,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Lucorum,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,5
2020.06114,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Lucorum,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
2020.06124,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Lucorum,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,5
2020.06124,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Lucorum,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
2020.06138,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Lucorum,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,5
2020.06138,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Lucorum,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
2020.06145,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Lucorum,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,5
2020.06145,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Lucorum,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
2020.06207,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.06207,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
2020.06243,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Rupestris,Mâle,Frederic VYGHEN,,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.06243,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Rupestris,Mâle,Frederic VYGHEN,,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
2020.06244,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,Col du Granier,,Hymenoptera,Apidae,Bombus,Rupestris,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.06244,Collection Arthropologia Lyon,Filet,,,2020,Auvergne-Rhônes Alpes,Col du Granier,,Hymenoptera,Apidae,Bombus,Rupestris,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
2020.06348,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
2020.06348,Collection Arthropologia Lyon (stock soroeensis),Filet,,,2020,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Frederic VYGHEN,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
20A.07897,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Fondatrice,Frederic VYGHEN,2018,Basile PETIT,Epinglé,Smartphone Samsung s10,3
20A.07897,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Fondatrice,Frederic VYGHEN,2018,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
63970,Collection perso Yvan BRUGEROLLES,Filet,13,5,2022,Auvergne-Rhônes Alpes,Chateau de Montlosier,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,Terrestris,Reine,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,5
63970,Collection perso Yvan BRUGEROLLES,Filet,13,5,2022,Auvergne-Rhônes Alpes,Chateau de Montlosier,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,Terrestris,Reine,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
ABAURA4898,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Ouvrière,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
ABAURA4898,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Ouvrière,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA4902,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA4902,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
ABAURA4904,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
ABAURA4904,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA4915,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA4915,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
ABAURA4923,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA4923,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
ABAURA4923b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA4923b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
ABAURA4926,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Ouvrière,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
ABAURA4926,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Ouvrière,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA4928,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA4928,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
ABAURA4936,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA4936,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
ABAURA5103,Collection Arthropologia Lyon (stock pratorum),Filet,,,2021,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Fondatrice,Frederic VYGHEN,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA5103,Collection Arthropologia Lyon (stock pratorum),Filet,,,2021,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Fondatrice,Frederic VYGHEN,2021,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
ABAURA5591,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA5591,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
ABAURA5593,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA5593,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
ABAURA5633,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Mâle,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA5633,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Mâle,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
ABAURA5667,Collection Yvan BRUGEROLLES,Filet,,,,Auvergne-Rhônes Alpes,,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,Monticola,Ouvrière,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA5667,Collection Yvan BRUGEROLLES,Filet,,,,Auvergne-Rhônes Alpes,,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,Monticola,Ouvrière,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
ABAURA5676,Collection Arthropologia Lyon,Filet,20,3,2021,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Rupestris,Fondatrice,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
ABAURA5676,Collection Arthropologia Lyon,Filet,20,3,2021,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Rupestris,Fondatrice,Yvan BRUGEROLLES,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,5
ABAURA57210,Collection Arthropologia Lyon (stock pratorum),Filet,,,2021,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Fondatrice,Frederic VYGHEN,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA57210,Collection Arthropologia Lyon (stock pratorum),Filet,,,2021,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Fondatrice,Frederic VYGHEN,2021,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
ABAURA7150,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Fondatrice,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA7150,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Fondatrice,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
ABAURA7151,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Fondatrice,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA7151,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Fondatrice,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
ABAURA7153,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Ouvrière,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
ABAURA7153,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Ouvrière,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA7155,Collection Arthropologia Lyon (stock pratorum),Filet,,,2021,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Fondatrice,Frederic VYGHEN,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA7155,Collection Arthropologia Lyon (stock pratorum),Filet,,,2021,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Fondatrice,Frederic VYGHEN,2021,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
ABAURA7163,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Fondatrice,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA7163,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Fondatrice,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
ABAURA7548,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Ouvrière,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
ABAURA7548,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Ouvrière,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA7781,Collection Arthropologia,Filet,,,2022,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA7781,Collection Arthropologia,Filet,,,2022,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
ABAURA7781b,Collection Arthropologia,Filet,,,2022,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA7781b,Collection Arthropologia,Filet,,,2022,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
ABAURA7910,Collection Arthropologia Lyon,Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Rupestris,Fondatrice,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
ABAURA7910,Collection Arthropologia Lyon,Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Rupestris,Fondatrice,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,5
ABAURA8150,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
ABAURA8150,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
