num_inv,collection_origine,mode_capture,jj,mm,aaaa,region,localite,collecteur,ordre,famille,genre,espece,caste,identificateur,année_identification,photographe,specimen,appareil,n_photos
FR04ABOM220722087,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Jausiers,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Monticola,Ouvrière,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR04ABOM220722089,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Jausiers,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pyrenaeus,Fondatrice,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR04ABOM220722089,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Jausiers,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pyrenaeus,Fondatrice,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR04ABOM220722092,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Jausiers,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pyrenaeus,Ouvrière,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR04ABOM220722092,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Jausiers,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pyrenaeus,Ouvrière,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR05ABOM220722023,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Vars,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Ruderarius,Mâle,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR05ABOM220722023,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Vars,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Ruderarius,Mâle,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR05ABOM220722024,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Vars,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Ruderarius,Mâle,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR05ABOM220722024,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Vars,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Ruderarius,Mâle,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR05ABOM220722025,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Vars,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Ruderarius,Mâle,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR05ABOM220722025,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Vars,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Ruderarius,Mâle,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR05ABOM220722026,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Vars,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sichelii,Mâle,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR05ABOM220722026,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Vars,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sichelii,Mâle,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR05ABOM220722027,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Vars,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sichelii,Mâle,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR05ABOM220722027,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Vars,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sichelii,Mâle,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR05ABOM220722028,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Vars,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Ruderarius,Mâle,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR05ABOM220722028,Collection Mehdi ISSERTES,Filet,22,7,2022,Auvergne-Rhônes Alpes,Vars,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Ruderarius,Mâle,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_AB210818002,Collection Mehdi ISSERTES,Filet,21,8,2018,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Wurflenii,Mâle,Mehdi ISSERTES,2018,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_AB210818002,Collection Mehdi ISSERTES,Filet,21,8,2018,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Wurflenii,Mâle,Mehdi ISSERTES,2018,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM023082020028,Collection Mehdi ISSERTES,Filet,23,8,2020,Auvergne-Rhônes Alpes,Giou-de-Mamou,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM023082020028,Collection Mehdi ISSERTES,Filet,23,8,2020,Auvergne-Rhônes Alpes,Giou-de-Mamou,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM07082020038,Collection CPIE15,Filet,7,8,2020,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Mâle,Gilles MAHÉ,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM07082020038,Collection CPIE15,Filet,7,8,2020,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Mâle,Gilles MAHÉ,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM07082020049,Collection Mehdi ISSERTES,Filet,7,8,2020,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM07082020049,Collection Mehdi ISSERTES,Filet,7,8,2020,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM07082020062,Collection Mehdi ISSERTES,Filet,7,8,2020,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM07082020062,Collection Mehdi ISSERTES,Filet,7,8,2020,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM07082020082,Collection Mehdi ISSERTES,Filet,7,8,2020,Auvergne-Rhônes Alpes,St-Paul-des-Landes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM07082020082,Collection Mehdi ISSERTES,Filet,7,8,2020,Auvergne-Rhônes Alpes,St-Paul-des-Landes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM080820007,Collection Mehdi ISSERTES,Filet,8,8,2020,Auvergne-Rhônes Alpes,Arpajon-sur-Cère,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM080820007,Collection Mehdi ISSERTES,Filet,8,8,2020,Auvergne-Rhônes Alpes,Arpajon-sur-Cère,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM080820039,Collection Mehdi ISSERTES,Filet,9,8,2020,Auvergne-Rhônes Alpes,Reilhac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM080820039,Collection Mehdi ISSERTES,Filet,9,8,2020,Auvergne-Rhônes Alpes,Reilhac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM090820071,Collection Mehdi ISSERTES,Filet,9,8,2020,Auvergne-Rhônes Alpes,Naucelles,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM090820071,Collection Mehdi ISSERTES,Filet,9,8,2020,Auvergne-Rhônes Alpes,Naucelles,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM09082020078,Collection Mehdi ISSERTES,Filet,9,8,2020,Auvergne-Rhônes Alpes,Naucelles,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM09082020078,Collection Mehdi ISSERTES,Filet,9,8,2020,Auvergne-Rhônes Alpes,Naucelles,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM09082020094,Collection Mehdi ISSERTES,Filet,9,8,2020,Auvergne-Rhônes Alpes,Naucelles,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM09082020094,Collection Mehdi ISSERTES,Filet,9,8,2020,Auvergne-Rhônes Alpes,Naucelles,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM14080820006,Collection Mehdi ISSERTES,Filet,14,8,2020,Auvergne-Rhônes Alpes,Nieudan,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM14080820006,Collection Mehdi ISSERTES,Filet,14,8,2020,Auvergne-Rhônes Alpes,Nieudan,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM170820009,Collection Mehdi ISSERTES,Filet,17,8,2020,Auvergne-Rhônes Alpes,Charmensac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM170820009,Collection Mehdi ISSERTES,Filet,17,8,2020,Auvergne-Rhônes Alpes,Charmensac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM170820030,Collection Mehdi ISSERTES,Filet,17,8,2020,Auvergne-Rhônes Alpes,Peyrusse,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM170820030,Collection Mehdi ISSERTES,Filet,17,8,2020,Auvergne-Rhônes Alpes,Peyrusse,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM17082020015,Collection Mehdi ISSERTES,Filet,17,8,2020,Auvergne-Rhônes Alpes,Charmensac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM17082020015,Collection Mehdi ISSERTES,Filet,17,8,2020,Auvergne-Rhônes Alpes,Charmensac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM180720046,Collection Mehdi ISSERTES,Filet,18,7,2020,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Wurflenii,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM180720046,Collection Mehdi ISSERTES,Filet,18,7,2020,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Wurflenii,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM180720047,Collection Mehdi ISSERTES,Filet,18,7,2020,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Wurflenii,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM180720047,Collection Mehdi ISSERTES,Filet,18,7,2020,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Wurflenii,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM180720048,Collection Mehdi ISSERTES,Filet,18,7,2020,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Wurflenii,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM180720048,Collection Mehdi ISSERTES,Filet,18,7,2020,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Wurflenii,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM180720053,Collection Mehdi ISSERTES,Filet,18,7,2020,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Wurflenii,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM180720053,Collection Mehdi ISSERTES,Filet,18,7,2020,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Wurflenii,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM180720054,Collection Mehdi ISSERTES,Filet,18,7,2020,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pomorum,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM180720054,Collection Mehdi ISSERTES,Filet,18,7,2020,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pomorum,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM25082020007,Collection Mehdi ISSERTES,Filet,25,8,2020,Auvergne-Rhônes Alpes,Auriac-l'Église,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM25082020007,Collection Mehdi ISSERTES,Filet,25,8,2020,Auvergne-Rhônes Alpes,Auriac-l'Église,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM25082020008,Collection Mehdi ISSERTES,Filet,25,8,2020,Auvergne-Rhônes Alpes,Auriac-l'Église,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM25082020008,Collection Mehdi ISSERTES,Filet,25,8,2020,Auvergne-Rhônes Alpes,Auriac-l'Église,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM25082020010,Collection Mehdi ISSERTES,Filet,25,8,2020,Auvergne-Rhônes Alpes,Auriac-l'Église,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM25082020010,Collection Mehdi ISSERTES,Filet,25,8,2020,Auvergne-Rhônes Alpes,Auriac-l'Église,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM30072020036,Collection Mehdi ISSERTES,Filet,30,7,2020,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM30072020036,Collection Mehdi ISSERTES,Filet,30,7,2020,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM30072020040,Collection Mehdi ISSERTES,Filet,30,7,2020,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pomorum,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM30072020040,Collection Mehdi ISSERTES,Filet,30,7,2020,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pomorum,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM30072020042,Collection Mehdi ISSERTES,Filet,30,7,2020,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM30072020042,Collection Mehdi ISSERTES,Filet,30,7,2020,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM30072020044,Collection Mehdi ISSERTES,Filet,30,7,2020,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pomorum,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM30072020044,Collection Mehdi ISSERTES,Filet,30,7,2020,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pomorum,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM30072020045,Collection Mehdi ISSERTES,Filet,30,7,2020,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pomorum,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM30072020045,Collection Mehdi ISSERTES,Filet,30,7,2020,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pomorum,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM30072020048,Collection Mehdi ISSERTES,Filet,30,7,2020,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pomorum,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM30072020048,Collection Mehdi ISSERTES,Filet,30,7,2020,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pomorum,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_ABOM30072020071,Collection Mehdi ISSERTES,Filet,30,7,2020,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pomorum,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_ABOM30072020071,Collection Mehdi ISSERTES,Filet,30,7,2020,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pomorum,Ouvrière,Mehdi ISSERTES,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_STPONCY300921002,Collection CPIE15,Pantrap,30,9,2021,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_STPONCY300921002,Collection CPIE15,Pantrap,30,9,2021,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2021,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15_STPONCY300921024,Collection CPIE15,Pantrap,30,9,2021,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15_STPONCY300921024,Collection CPIE15,Pantrap,30,9,2021,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Sylvarum,Mâle,Mehdi ISSERTES,2021,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15AB100518002,Collection Mehdi ISSERTES,Filet,10,5,2018,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Wurflenii,Fondatrice,Gilles MAHÉ,2018,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15AB100518002,Collection Mehdi ISSERTES,Filet,10,5,2018,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Wurflenii,Fondatrice,Gilles MAHÉ,2018,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15ABOM060621003,Collection CPIE15,Filet,6,6,2021,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Fondatrice,Gilles MAHÉ,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15ABOM060621003,Collection CPIE15,Filet,6,6,2021,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Confusus,Fondatrice,Gilles MAHÉ,2020,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15ABOM100721030,Collection Mehdi ISSERTES,Filet,10,7,2021,Auvergne-Rhônes Alpes,Malbo,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Rupestris,Fondatrice,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15ABOM100721030,Collection Mehdi ISSERTES,Filet,10,7,2021,Auvergne-Rhônes Alpes,Malbo,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Rupestris,Fondatrice,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15ABOM100721031,Collection Mehdi ISSERTES,Filet,10,7,2021,Auvergne-Rhônes Alpes,St-Martin-sous-Vigouroux,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Rupestris,Fondatrice,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15ABOM100721031,Collection Mehdi ISSERTES,Filet,10,7,2021,Auvergne-Rhônes Alpes,St-Martin-sous-Vigouroux,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Rupestris,Fondatrice,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15ABOM100721032,Collection Mehdi ISSERTES,Filet,10,7,2021,Auvergne-Rhônes Alpes,St-Martin-sous-Vigouroux,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Rupestris,Fondatrice,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15ABOM100721032,Collection Mehdi ISSERTES,Filet,10,7,2021,Auvergne-Rhônes Alpes,St-Martin-sous-Vigouroux,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Rupestris,Fondatrice,Mehdi ISSERTES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
FR15ABOM100721047,Collection Mehdi ISSERTES,Filet,10,7,2022,Auvergne-Rhônes Alpes,Lacapelle-Barrès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pomorum,Fondatrice,Mehdi ISSERTES,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
FR15ABOM100721047,Collection Mehdi ISSERTES,Filet,10,7,2022,Auvergne-Rhônes Alpes,Lacapelle-Barrès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,Pomorum,Fondatrice,Mehdi ISSERTES,2021,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
