inv_id,dd,mm,yyyy,collection_origin,capture_mode,capture_region,capture_locality,collector,order,family,genus,species,caste,identifier,identification_year,specimen_state,device.1,n_photos_P,n_photos_S
ISSERTES_0030,23.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Giou-de-Mamou,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0031,25.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Auriac-l'Église,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0032,25.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Auriac-l'Église,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0033,25.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Auriac-l'Église,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0034,12.0,6.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Sansac-de-Marmiesse,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0035,13.0,6.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Arpajon-sur-Cère,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0036,10.0,7.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Malbo,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0037,10.0,7.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,St-Martin-sous-Vigouroux,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0038,10.0,7.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,St-Martin-sous-Vigouroux,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0039,11.0,7.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Saint-Cirgues-de-Jordanne,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0040,15.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Pleaux,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0041,17.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vieillespesse,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0042,17.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Coren,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0043,17.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Coren,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0044,17.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Coren,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0045,17.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Coren,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0046,17.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Talizat,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0047,17.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Talizat,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0048,17.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Talizat,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0049,20.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Trizac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0050,20.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Trizac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0051,20.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Trizac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0052,20.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Trizac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0053,20.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Saint-Amandin,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0054,20.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Condat,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0055,20.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Montgreleix,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0056,20.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Montgreleix,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0057,20.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Montgreleix,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0058,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vieillespesse,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0059,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Marcenat,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0060,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Marcenat,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0061,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Marcenat,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0062,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Ségur-les-Villas,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0063,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Ségur-les-Villas,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0064,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vèze,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0065,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vèze,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0066,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vèze,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0067,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vèze,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0068,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vèze,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0069,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vèze,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0070,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0071,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0072,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0073,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0074,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0075,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0076,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0077,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Molèdes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0078,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Molèdes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0079,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Mollèdes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0080,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Mollèdes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0081,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Molompize,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0082,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Molompize,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0083,21.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Molompize,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0084,22.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lorcières,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0085,22.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lorcières,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0086,22.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lorcières,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0087,22.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lorcières,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0088,22.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Ruynes-en-Margeride,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0089,22.0,8.0,2021.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Ruynes-en-Margeride,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0090,10.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lacapelle-Barrès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,fondatrice,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0091,12.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Champagny-en-Vanoise,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0092,12.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Champagny-en-Vanoise,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0093,12.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Bozel,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,ruderarius,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0094,12.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Bozel,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0095,12.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Bozel,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,monticola,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0096,12.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Bozel,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0097,12.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Bozel,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0098,12.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Champagny-en-Vanoise,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,monticola,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0099,12.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Champagny-en-Vanoise,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0100,12.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Champagny-en-Vanoise,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,monticola,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0101,12.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Champagny-en-Vanoise,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0102,12.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Bozel,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,monticola,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0103,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Courchevel,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,monticola,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0104,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Courchevel,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,monticola,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0105,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Courchevel,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0106,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Courchevel,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0107,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Courchevel,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0108,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Courchevel,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0109,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Courchevel,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0110,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Courchevel,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0111,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,monticola,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0112,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0113,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0114,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0115,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0116,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0117,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0118,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,monticola,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0119,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,monticola,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0120,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0121,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0122,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0123,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0124,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0125,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0126,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0127,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0128,13.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0129,14.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Belleville,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,monticola,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0130,14.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Belleville,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,monticola,worker,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0131,14.0,7.0,2022.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Les Belleville,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,monticola,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
